Row Labels,Any other combination of only UK identities,British only identity,Cornish and British only identity,Cornish only identity,Does not apply,English and British only identity,English only identity,Irish and at least one UK identity,Irish only identity,Northern Irish and British only identity,Northern Irish only identity,Other identity and at least one UK identity,Other identity only,Scottish and British only identity,Scottish only identity,Welsh and British only identity,Welsh only identity,TotalIde
E00074068,0,123,0,0,0,21,27,0,2,0,0,9,47,0,1,1,1,232
E00074069,2,187,0,0,0,30,48,0,0,0,0,3,40,2,1,0,2,315
E00074070,2,188,0,0,0,53,34,0,0,0,0,8,37,0,0,0,2,324
E00074071,0,111,0,0,0,19,18,0,0,0,0,5,26,0,0,0,0,179
E00074072,5,233,1,0,0,36,45,0,2,0,0,13,49,0,0,1,8,393
E00074073,1,191,0,1,0,64,31,0,1,0,0,7,39,0,1,1,8,345
E00074074,0,219,0,1,0,44,33,0,0,0,0,8,36,0,0,0,1,342
E00074075,3,176,0,0,0,44,34,0,1,0,0,11,42,1,0,3,4,319
E00074076,1,180,0,0,0,42,43,0,1,0,1,10,34,0,3,0,9,324
E00074077,0,215,0,1,0,55,55,0,1,0,0,10,51,2,1,0,4,395
E00074078,2,183,0,0,0,49,30,0,3,2,2,19,28,2,3,4,8,335
E00074079,1,195,0,0,0,58,22,1,4,0,0,18,19,1,2,2,7,330
E00074080,2,176,0,0,0,43,26,2,5,0,0,12,21,2,1,1,4,295
E00074081,2,269,0,0,0,66,43,0,5,0,1,20,77,0,6,2,7,498
E00074082,2,156,0,0,0,57,20,4,3,1,2,6,31,1,0,3,3,289
E00074083,4,176,1,0,0,41,38,3,4,0,0,11,41,0,1,3,6,329
E00074084,1,167,0,0,0,29,17,3,3,0,1,8,33,0,2,2,2,268
E00074085,0,151,0,2,0,32,17,0,5,0,0,15,27,1,3,2,2,257
E00074086,1,154,0,0,0,49,22,0,1,0,0,15,28,0,1,4,4,279
E00074087,3,219,0,0,0,53,23,7,9,1,0,14,27,1,2,5,7,371
E00074088,5,314,0,0,0,90,37,1,0,0,0,22,62,3,1,4,11,550
E00074089,4,214,0,0,0,38,21,2,3,0,2,18,31,2,3,2,6,346
E00074090,1,184,0,2,0,49,13,0,4,0,3,16,30,0,6,1,8,317
E00074091,0,192,0,0,0,32,17,0,2,0,0,17,14,0,1,3,6,284
E00074092,0,125,0,0,0,37,32,1,0,0,0,13,23,0,4,4,8,247
E00074093,0,275,0,0,0,72,37,7,5,0,0,5,12,2,1,3,9,428
E00074094,1,206,0,1,0,73,28,0,0,0,2,20,21,1,0,0,4,357
E00074095,1,224,0,1,0,65,35,0,1,0,1,4,29,1,5,8,3,378
E00074096,1,209,0,1,0,45,32,1,5,0,2,13,33,1,0,4,5,352
E00074097,3,213,0,1,0,54,27,1,3,0,0,26,33,3,3,3,3,373
E00074098,1,224,0,2,0,41,21,2,6,0,0,7,9,1,1,3,5,323
E00074099,0,184,0,0,0,33,14,5,9,0,1,14,21,2,1,2,2,288
E00074100,2,217,0,0,0,38,35,0,0,0,4,10,31,2,2,3,3,347
E00074101,1,201,0,0,0,49,20,0,1,2,2,11,36,3,1,0,2,329
E00074102,0,198,0,0,0,32,26,0,6,0,1,9,13,2,0,2,2,291
E00074103,0,202,0,0,0,51,25,0,3,0,6,12,36,2,2,0,6,345
E00074104,3,191,0,1,0,45,22,0,1,0,1,15,43,0,3,1,3,329
E00074105,3,212,0,1,0,55,37,0,0,0,0,22,51,1,3,0,8,393
E00074106,2,203,0,0,0,59,32,1,6,2,1,6,7,0,0,5,4,328
E00074107,1,128,0,0,0,30,25,0,1,0,2,10,26,4,2,3,3,235
E00074108,5,235,0,0,0,48,33,2,2,0,1,10,28,0,1,2,2,369
E00074109,0,261,0,0,0,48,39,0,3,0,0,30,54,2,1,5,8,451
E00074110,0,159,0,0,0,47,31,1,2,0,0,21,35,1,5,1,6,309
E00074111,2,181,0,0,0,38,13,0,1,1,2,14,22,0,0,5,3,282
E00074112,5,199,0,0,0,50,23,1,4,3,2,10,35,1,4,5,10,352
E00074113,1,171,0,0,0,39,33,2,0,0,0,22,28,1,2,4,2,305
E00074114,0,189,0,0,0,47,26,3,4,0,1,20,41,3,1,3,7,345
E00074115,1,222,0,0,0,62,42,1,1,0,1,13,46,0,0,0,2,391
E00074116,0,227,0,0,0,79,47,1,0,0,0,16,73,0,3,2,5,453
E00074117,3,138,0,0,0,42,54,0,0,0,3,8,46,0,0,4,4,302
E00074118,3,174,0,0,0,53,55,1,3,0,0,3,10,0,0,0,7,309
E00074119,1,187,0,0,0,40,60,1,2,0,0,7,99,0,0,0,2,399
E00074120,0,206,0,0,0,69,44,0,2,0,1,8,56,0,1,0,0,387
E00074121,5,175,0,0,0,59,61,0,1,0,0,7,48,0,0,0,5,361
E00074122,1,101,0,0,0,37,39,0,1,0,0,5,32,0,0,1,2,219
E00074123,1,218,0,0,0,52,73,0,1,0,1,2,16,1,3,1,3,372
E00074124,3,207,0,0,0,51,34,0,0,0,0,6,25,0,0,1,1,328
E00074125,0,191,0,0,0,44,64,0,0,1,0,13,15,1,2,0,2,333
E00074126,2,230,0,0,0,34,43,0,1,0,0,16,45,0,1,0,3,375
E00074127,0,148,1,0,0,49,55,0,2,0,0,6,24,0,0,2,4,291
E00074128,1,177,0,0,0,52,52,0,0,0,1,7,27,1,3,0,1,322
E00074129,2,165,0,0,0,60,69,0,1,0,0,4,19,0,0,0,3,323
E00074130,2,218,0,1,0,34,62,0,0,0,1,15,21,0,0,1,0,355
E00074131,6,208,0,1,0,51,56,1,0,2,0,4,25,1,0,2,4,361
E00074132,0,182,0,0,0,50,67,0,1,1,0,4,11,0,0,2,1,319
E00074133,1,171,0,0,0,45,39,0,0,0,1,6,15,0,2,0,2,282
E00074134,0,166,0,0,0,53,59,2,1,0,1,5,12,0,1,4,0,304
E00074135,1,206,0,0,0,52,60,2,2,1,0,3,43,1,0,3,1,375
E00074136,0,177,0,0,0,45,73,0,1,0,0,5,15,0,0,0,1,317
E00074137,0,132,0,1,0,44,33,1,1,0,0,6,49,0,0,2,3,272
E00074138,0,134,0,0,0,38,86,0,0,0,0,10,15,0,0,0,5,288
E00074139,1,210,0,0,0,49,25,0,2,0,0,11,28,1,0,0,3,330
E00074140,1,123,0,0,0,41,49,0,1,0,0,3,29,0,0,1,5,253
E00074141,2,206,0,0,0,51,57,0,1,0,0,3,14,0,0,0,2,336
E00074142,0,191,0,0,0,53,52,1,1,2,1,6,19,0,0,3,3,332
E00074143,0,228,0,0,0,48,75,0,9,0,0,8,16,0,0,1,5,390
E00074144,0,201,0,1,0,38,62,0,2,0,1,4,9,0,0,0,2,320
E00074145,2,178,0,0,0,51,58,0,1,0,0,4,13,0,0,1,4,312
E00074146,1,238,0,0,0,52,36,0,0,0,0,1,49,1,3,0,1,382
E00074147,0,214,0,0,0,47,53,0,0,0,0,13,73,0,0,0,0,400
E00074148,0,159,0,2,0,54,57,0,0,0,0,9,29,0,1,1,0,312
E00074149,1,236,0,1,0,94,52,0,0,0,1,14,70,0,0,0,1,470
E00074150,0,152,0,0,0,30,24,1,1,1,0,10,44,0,2,0,0,265
E00074151,0,229,0,0,0,31,34,0,2,0,0,8,46,1,2,2,3,358
E00074152,1,140,1,0,0,48,43,0,1,0,0,6,39,0,1,1,3,284
E00074153,0,155,0,0,0,39,57,0,0,0,0,9,21,1,0,3,4,289
E00074154,0,238,0,1,0,35,51,0,1,0,0,10,32,1,1,1,1,372
E00074155,4,193,0,0,0,47,42,0,0,0,0,9,54,0,3,4,1,357
E00074156,0,181,0,0,0,33,57,2,0,0,0,12,47,1,0,4,1,338
E00074157,0,163,0,0,0,33,59,0,0,0,0,9,39,0,0,1,4,308
E00074158,0,177,0,1,0,41,57,0,4,0,1,8,31,1,2,0,3,326
E00074159,0,226,0,0,0,58,37,2,0,0,0,12,57,0,0,0,0,392
E00074160,2,191,0,0,0,36,52,3,0,0,0,2,53,0,0,1,1,341
E00074161,1,260,0,0,0,57,59,1,3,0,0,19,70,1,1,6,4,482
E00074162,3,193,0,0,0,42,27,0,0,0,0,6,41,0,0,0,2,314
E00074163,1,182,0,2,0,56,39,0,0,0,0,2,23,1,3,2,1,312
E00074164,1,179,0,0,0,50,35,0,1,0,0,13,25,0,0,3,2,309
E00074165,0,242,0,0,0,47,44,0,0,0,0,16,41,0,1,0,1,392
E00074166,1,240,0,0,0,54,32,0,2,0,0,12,43,0,0,4,5,393
E00074167,4,172,0,0,0,36,24,0,1,1,2,20,28,1,2,0,0,291
E00074168,3,155,0,0,0,32,33,4,3,0,0,11,36,0,1,1,6,285
E00074169,0,210,0,1,0,31,36,1,1,1,0,5,24,1,1,1,10,323
E00074170,1,216,0,0,0,59,57,0,0,0,1,6,46,0,0,3,1,390
E00074171,1,144,0,0,0,42,48,2,2,0,5,8,41,0,1,1,3,298
E00074172,0,163,0,0,0,29,51,0,0,0,0,18,65,1,0,1,8,336
E00074173,4,179,0,0,0,46,51,0,2,0,0,10,26,1,0,1,5,325
E00074174,4,207,0,0,0,39,41,2,5,0,2,28,82,1,1,0,4,416
E00074175,1,237,0,0,0,43,54,1,2,0,0,17,59,0,3,0,4,421
E00074176,0,170,0,0,0,27,40,1,2,0,0,12,44,2,4,4,4,310
E00074177,3,167,0,0,0,34,41,0,0,1,0,0,15,0,0,0,0,261
E00074178,1,180,0,0,0,35,23,4,0,2,2,7,62,0,2,2,6,326
E00074179,4,201,0,1,0,51,51,0,0,0,1,10,41,0,1,0,7,368
E00074180,1,221,1,0,0,40,45,2,1,0,0,17,59,0,5,2,3,397
E00074181,0,177,0,1,0,60,41,3,5,0,0,17,72,0,1,1,4,382
E00074182,1,130,0,1,0,20,44,0,4,0,0,5,38,0,2,0,5,250
E00074183,0,169,0,0,0,27,36,0,7,0,0,14,29,0,0,0,1,283
E00074184,0,163,0,0,0,63,47,2,1,0,1,9,18,2,0,2,1,309
E00074185,1,161,0,0,0,41,25,1,0,0,0,14,27,0,1,1,4,276
E00074186,3,182,0,2,0,37,28,2,3,0,1,10,71,4,1,2,3,349
E00074187,1,167,0,0,0,43,25,1,1,1,3,7,31,0,1,3,4,288
E00074188,3,125,0,2,0,26,30,3,0,2,0,10,28,0,0,2,2,233
E00074189,0,148,0,0,0,34,33,1,1,0,0,17,31,2,1,0,3,271
E00074190,2,223,0,0,0,28,49,0,3,0,0,11,24,0,0,0,2,342
E00074191,1,238,0,1,0,55,28,0,3,0,0,4,53,2,4,2,5,396
E00074193,0,201,0,0,0,65,52,0,0,0,0,10,49,0,0,4,2,383
E00074194,0,120,0,1,0,29,41,0,1,2,1,1,18,0,0,0,0,214
E00074195,3,152,0,0,0,22,43,0,1,0,0,8,53,1,2,0,1,286
E00074197,1,135,0,1,0,34,39,0,0,1,0,20,42,0,0,0,0,273
E00074198,0,189,0,0,0,40,55,0,0,0,0,3,60,0,0,0,0,347
E00074199,1,196,0,0,0,48,57,1,3,0,0,7,78,0,1,0,0,392
E00074200,0,191,0,0,0,44,57,0,0,3,1,8,51,0,0,1,1,357
E00074201,6,274,0,0,0,69,52,0,0,0,1,8,91,0,0,3,2,506
E00074202,1,258,0,0,0,65,48,0,2,0,0,3,51,1,0,1,3,433
E00074203,0,129,0,0,0,26,33,0,0,0,1,3,14,0,0,0,0,206
E00074204,1,243,0,0,0,78,63,0,0,2,1,8,93,3,1,1,2,496
E00074205,0,220,0,0,0,39,32,0,3,1,0,3,32,0,0,4,1,335
E00074206,0,191,0,0,0,50,22,0,3,0,1,7,78,0,0,0,0,352
E00074207,0,240,0,0,0,47,43,0,0,0,0,7,45,0,0,2,2,386
E00074208,0,187,0,0,0,45,48,1,4,0,0,10,58,0,2,0,0,355
E00074209,0,259,0,0,0,51,41,0,3,0,1,16,81,0,1,0,0,453
E00074210,0,223,0,1,0,69,47,0,0,0,0,6,61,0,3,0,1,411
E00074211,6,163,0,0,0,34,56,2,1,0,0,13,89,2,0,1,3,370
E00074212,0,220,0,0,0,43,43,0,0,0,2,10,29,0,2,1,1,351
E00074213,3,228,0,0,0,67,75,0,5,0,0,7,34,1,6,4,5,435
E00074214,0,189,0,0,0,41,45,0,0,0,0,13,116,1,4,2,7,418
E00074215,0,226,0,0,0,77,53,0,2,0,0,7,63,0,1,0,2,431
E00074216,0,165,0,0,0,41,59,1,0,0,0,4,35,0,0,2,1,308
E00074217,0,184,0,0,0,37,56,0,1,0,2,4,55,0,1,0,0,340
E00074218,3,121,0,0,0,42,36,0,0,0,0,6,72,0,0,0,1,281
E00074219,1,214,1,0,0,62,39,0,1,0,1,11,84,0,0,0,1,415
E00074220,1,231,0,0,0,71,25,1,2,0,0,12,98,1,0,4,0,446
E00074221,0,181,0,0,0,50,35,0,1,0,1,7,72,0,0,0,1,348
E00074222,0,158,0,0,0,34,34,0,1,0,0,3,19,0,0,0,0,249
E00074223,4,169,0,0,0,41,49,0,0,0,0,4,8,0,1,1,3,280
E00074224,3,114,0,0,0,47,43,0,0,0,0,5,23,0,0,3,3,241
E00074225,0,184,0,0,0,35,54,0,0,0,0,8,22,0,1,1,3,308
E00074226,0,155,0,0,0,33,57,0,3,0,0,3,26,0,1,5,2,285
E00074227,0,172,0,0,0,44,57,0,1,0,0,6,35,0,1,1,5,322
E00074228,3,161,1,1,0,44,24,0,3,0,0,3,35,2,1,5,10,293
E00074229,0,147,0,0,0,27,36,1,4,0,2,4,57,1,4,0,2,285
E00074230,3,240,0,4,0,57,33,2,2,0,0,21,59,1,0,2,11,435
E00074231,0,169,0,0,0,30,33,0,4,0,0,16,44,0,3,4,5,308
E00074232,0,109,0,0,0,30,46,0,4,0,0,2,10,0,0,0,1,202
E00074233,1,146,0,0,0,33,29,1,0,0,1,6,39,0,0,0,1,257
E00074234,1,178,0,1,0,33,34,0,0,0,0,5,20,0,3,2,3,280
E00074235,1,129,0,0,0,30,38,1,4,0,0,5,49,1,3,2,4,267
E00074236,2,172,0,0,0,50,27,0,7,0,0,12,59,0,1,0,7,337
E00074237,1,237,0,0,0,66,36,0,2,0,0,29,38,1,1,3,12,426
E00074238,1,177,0,0,0,46,42,1,2,0,0,16,33,0,4,1,3,326
E00074240,4,235,0,0,0,53,39,1,0,0,1,19,44,0,1,2,5,404
E00074241,3,270,0,1,0,43,29,6,1,0,0,25,16,1,4,1,1,401
E00074243,2,186,0,1,0,61,24,1,1,2,0,15,38,0,0,4,6,341
E00074244,1,201,0,2,0,49,33,0,1,0,0,9,61,0,4,2,8,371
E00074245,2,196,1,0,0,30,24,1,2,2,1,11,27,1,4,3,5,310
E00074246,1,213,0,0,0,34,32,0,2,0,0,7,33,4,4,6,3,339
E00074247,0,219,0,1,0,77,35,0,0,1,0,21,35,2,4,4,5,404
E00074248,4,207,0,0,0,57,20,0,0,0,0,11,30,1,2,2,0,334
E00074250,3,199,0,0,0,27,34,1,7,1,1,20,30,0,0,3,7,333
E00074251,5,204,0,0,0,40,22,1,5,1,3,9,33,0,1,3,0,327
E00074252,3,177,0,0,0,39,27,0,0,0,0,9,31,0,3,0,4,293
E00074253,1,169,0,0,0,33,24,3,1,0,0,24,49,0,3,4,4,315
E00074254,2,159,0,0,0,24,36,2,5,0,1,6,26,0,1,2,5,269
E00074255,0,91,0,0,0,19,49,1,0,0,0,0,13,0,0,0,0,173
E00074256,0,182,0,1,0,50,30,1,1,0,1,7,29,0,4,0,5,311
E00074257,2,202,0,0,0,59,32,0,4,0,1,8,31,0,0,2,2,343
E00074258,2,257,0,0,0,60,43,1,5,0,1,36,52,0,3,8,12,480
E00074259,2,102,0,0,0,26,48,1,3,1,0,15,26,1,5,0,1,231
E00074260,1,206,0,0,0,44,50,0,0,0,0,8,26,1,2,1,5,344
E00074261,2,198,0,0,0,60,67,2,3,0,1,3,20,1,0,1,2,360
E00074262,0,194,0,0,0,51,63,1,2,0,1,15,17,2,1,3,4,354
E00074263,2,194,0,0,0,62,30,2,7,1,0,19,27,2,0,3,10,359
E00074264,2,255,0,1,0,55,53,0,6,0,1,15,39,2,1,5,5,440
E00074265,2,211,0,0,0,51,31,2,7,2,1,12,41,0,2,3,3,368
E00074266,1,156,0,0,0,53,65,0,1,0,0,0,4,0,0,0,1,281
E00074267,0,145,0,0,0,59,60,0,2,0,1,4,7,0,0,0,1,279
E00074268,0,202,0,0,0,66,57,0,0,1,0,6,13,0,1,0,0,346
E00074269,1,126,0,0,0,78,63,0,0,0,0,3,9,1,1,1,3,286
E00074270,2,147,0,1,0,68,85,0,1,0,0,0,7,0,0,0,6,317
E00074271,0,128,0,0,0,48,95,0,3,0,0,3,13,0,1,0,1,292
E00074272,0,139,0,0,0,44,62,0,0,0,1,4,15,0,1,0,0,266
E00074273,0,218,0,0,0,30,59,0,1,0,0,4,19,0,0,0,0,331
E00074274,3,142,0,0,0,52,42,1,0,0,0,4,21,0,0,2,1,268
E00074275,0,238,0,1,0,69,86,0,4,1,0,13,11,0,0,5,1,429
E00074276,2,214,0,0,0,85,61,0,0,0,0,8,8,0,3,0,1,382
E00074277,1,201,0,1,0,42,69,0,1,0,0,1,13,1,0,3,3,336
E00074278,0,153,0,0,0,54,70,0,2,0,0,2,13,1,0,0,1,296
E00074279,0,298,0,0,0,87,69,0,0,0,0,1,11,2,5,2,1,476
E00074280,2,156,0,0,0,46,54,0,3,0,1,1,2,0,0,0,1,266
E00074281,1,134,0,0,0,53,66,0,2,0,0,3,7,2,0,0,0,268
E00074282,0,173,0,0,0,59,88,0,0,0,0,1,13,0,0,0,2,336
E00074283,4,144,0,0,0,52,86,0,1,0,1,4,16,0,1,2,0,311
E00074284,0,85,0,0,0,51,49,0,0,1,2,3,13,0,0,0,0,204
E00074285,0,142,0,0,0,54,84,0,0,0,0,3,9,3,0,0,2,297
E00074286,0,117,0,0,0,54,63,0,0,0,0,4,10,0,0,0,1,249
E00074287,1,162,0,0,0,66,39,0,1,0,0,2,20,0,0,1,0,292
E00074288,2,202,0,0,0,94,86,0,1,0,0,7,30,2,2,1,3,430
E00074289,0,154,0,0,0,48,66,0,1,0,0,2,15,0,0,0,1,287
E00074290,0,178,0,0,0,36,57,1,1,0,1,3,14,0,0,0,0,291
E00074291,2,137,0,0,0,57,38,0,0,0,0,5,6,0,0,2,0,247
E00074292,3,178,0,0,0,34,74,0,2,0,0,1,5,0,0,1,2,300
E00074293,0,189,0,0,0,78,83,0,1,0,0,0,6,0,1,0,3,361
E00074294,2,119,0,0,0,50,41,0,1,0,1,10,13,2,0,1,2,242
E00074295,0,216,0,1,0,90,64,0,0,0,1,2,11,0,0,0,0,385
E00074296,0,171,0,0,0,68,64,1,2,0,0,7,22,0,0,0,3,338
E00074297,2,278,0,0,0,75,51,1,2,1,0,2,26,2,0,4,2,446
E00074298,1,136,0,0,0,54,53,0,1,0,0,4,14,0,0,0,4,267
E00074299,0,139,0,0,0,60,59,0,0,0,0,4,31,0,0,0,2,295
E00074300,0,204,0,0,0,83,64,0,3,0,0,4,29,0,0,0,5,392
E00074301,1,204,0,0,0,52,52,0,0,0,1,3,16,2,0,3,5,339
E00074302,2,240,0,0,0,63,29,0,0,4,2,10,25,0,0,0,3,378
E00074303,0,129,0,0,0,42,27,0,1,0,0,7,12,1,0,2,2,223
E00074304,0,164,0,0,0,44,17,3,1,1,3,2,18,6,0,1,5,265
E00074306,1,135,0,0,0,40,41,0,2,0,3,9,25,2,2,2,1,263
E00074307,1,222,0,0,0,50,36,0,1,1,0,6,17,3,0,0,5,342
E00074308,2,174,0,0,0,20,40,0,5,1,3,5,19,1,3,1,2,276
E00074309,0,208,0,0,0,47,23,2,0,0,1,3,29,0,0,3,3,319
E00074310,0,171,0,0,0,20,29,1,6,0,0,16,18,0,4,2,5,272
E00074311,0,112,0,0,0,24,28,1,0,0,0,8,20,0,2,1,3,199
E00074312,1,125,0,0,0,29,27,0,4,0,0,7,26,1,0,0,0,220
E00074314,3,166,2,0,0,37,22,2,1,0,2,10,20,3,1,3,4,276
E00074315,0,173,0,0,0,33,40,0,0,0,0,9,15,0,5,2,1,278
E00074316,1,178,0,0,0,47,17,0,0,0,0,16,37,3,1,1,3,304
E00074317,1,213,0,3,0,62,32,0,4,0,0,4,8,1,3,7,5,343
E00074318,0,169,0,0,0,35,47,0,5,0,0,8,17,3,3,0,5,292
E00074319,0,227,0,0,0,55,28,1,0,2,0,8,17,0,0,0,4,342
E00074320,0,209,0,0,0,55,35,0,0,1,1,14,33,1,0,5,2,356
E00074321,1,191,0,0,0,48,11,0,0,0,0,12,40,0,3,2,3,311
E00074322,2,215,0,0,0,77,34,0,4,0,3,7,23,0,2,5,2,374
E00074323,5,191,0,0,0,53,31,0,1,0,0,14,11,1,4,3,7,321
E00074324,3,177,0,1,0,35,36,1,3,2,1,10,20,3,2,1,7,302
E00074325,0,116,0,0,0,39,33,1,7,0,0,3,33,4,1,4,2,243
E00074326,3,141,0,0,0,46,29,0,2,0,1,2,14,3,1,3,2,247
E00074327,0,84,0,0,0,41,38,0,4,1,0,4,3,0,0,1,4,180
E00074328,1,184,0,0,0,33,35,0,1,0,0,6,11,1,1,2,10,285
E00074329,3,218,0,0,0,62,31,0,2,0,0,7,13,0,1,2,0,339
E00074330,2,198,0,0,0,57,56,0,9,0,0,11,15,4,2,2,11,367
E00074331,0,209,0,0,0,84,42,1,1,0,5,20,91,0,0,2,7,462
E00074332,0,194,0,0,0,60,44,6,3,0,0,8,23,0,0,5,1,344
E00074333,3,229,0,0,0,61,35,1,1,0,1,9,37,0,4,2,3,386
E00074334,0,149,0,0,0,53,26,0,3,0,0,9,22,0,0,3,3,268
E00074335,1,200,0,3,0,32,24,1,4,0,2,16,23,0,3,2,5,316
E00074336,1,210,1,0,0,61,51,0,1,0,2,0,13,1,5,5,1,352
E00074337,1,152,0,0,0,36,30,0,0,0,0,7,28,2,0,8,7,271
E00074338,0,206,0,0,0,38,44,0,2,1,0,9,10,0,1,4,7,322
E00074339,3,198,0,0,0,46,37,0,0,0,0,15,13,0,1,2,2,317
E00074340,3,216,0,0,0,55,25,2,2,0,1,23,21,0,1,3,7,359
E00074341,1,199,0,0,0,34,45,0,3,0,2,8,28,1,3,2,9,335
E00074342,1,215,0,0,0,69,38,0,0,0,0,19,27,0,4,2,3,378
E00074343,0,144,0,0,0,29,29,0,0,0,0,7,15,1,1,2,6,234
E00074344,0,145,0,0,0,30,23,0,1,0,0,6,18,1,1,1,3,229
E00074345,0,166,0,0,0,49,30,0,1,1,0,0,10,0,1,2,7,267
E00074346,6,112,0,0,0,49,25,0,0,0,1,10,25,0,5,7,4,244
E00074347,1,207,0,1,0,36,33,1,1,1,2,10,32,1,1,5,2,334
E00074348,0,117,0,0,0,23,37,1,2,0,2,8,15,0,0,1,0,206
E00074349,2,177,0,0,0,41,39,0,1,0,0,7,23,1,5,3,7,306
E00074350,0,184,0,0,0,48,35,0,0,0,1,7,22,1,3,3,0,304
E00074351,0,159,0,1,0,36,39,1,1,1,0,10,19,1,2,2,5,277
E00074352,5,205,0,0,0,51,23,0,2,0,0,15,16,2,1,3,0,323
E00074353,2,169,0,0,0,56,30,1,3,1,0,14,22,0,3,1,2,304
E00074354,5,174,0,0,0,49,32,0,1,0,0,13,13,1,0,5,5,298
E00074355,2,174,0,0,0,41,32,1,4,2,0,6,26,1,0,2,5,296
E00074356,0,211,0,0,0,45,26,0,2,0,0,11,18,2,1,0,3,319
E00074357,0,201,0,0,0,50,39,0,3,0,0,6,21,0,1,4,3,328
E00074358,0,239,0,0,0,52,16,1,0,0,1,5,25,0,1,4,4,348
E00074359,0,160,0,0,0,52,29,0,1,0,0,3,16,1,1,2,0,265
E00074360,0,212,0,0,0,44,39,4,5,0,0,10,16,0,0,5,7,342
E00074361,5,228,0,0,0,67,22,0,4,0,0,11,21,3,0,4,8,373
E00074362,3,228,0,0,0,55,34,0,6,2,4,7,15,1,1,2,7,365
E00074363,0,168,0,1,0,92,60,0,0,0,0,2,6,1,0,0,0,330
E00074364,0,225,0,0,0,85,32,0,1,0,0,5,5,0,1,0,0,354
E00074365,0,151,0,0,0,57,77,0,1,0,1,0,8,1,0,1,2,299
E00074366,0,213,0,0,0,76,53,0,0,1,0,1,17,0,0,0,0,361
E00074367,0,210,0,0,0,85,51,0,1,0,1,3,31,0,1,0,3,386
E00074368,0,189,0,0,0,59,78,0,1,1,1,1,8,1,1,0,1,341
E00074369,0,139,0,0,0,57,56,0,3,0,1,2,16,0,1,0,1,276
E00074371,0,147,0,0,0,46,36,0,0,0,0,5,21,0,0,0,3,258
E00074372,0,177,0,0,0,76,37,0,0,1,1,0,34,0,0,0,1,327
E00074373,0,211,0,0,0,78,69,0,0,0,1,6,14,0,0,0,3,382
E00074374,0,173,0,0,0,65,49,0,1,0,0,1,8,0,0,0,1,298
E00074375,0,210,0,0,0,95,48,0,0,0,0,10,31,1,0,0,0,395
E00074376,0,186,0,0,0,65,58,0,1,0,0,2,8,0,1,2,1,324
E00074377,0,229,0,0,0,83,56,0,2,0,0,0,38,0,1,0,3,412
E00074378,0,178,0,0,0,44,65,0,1,0,0,4,13,0,0,0,2,307
E00074379,0,146,0,0,0,72,62,0,0,1,0,1,8,0,1,0,2,293
E00074380,0,139,0,0,0,57,73,2,0,0,1,0,6,1,1,2,0,282
E00074381,0,147,0,0,0,67,48,0,4,0,0,0,12,0,0,0,0,278
E00074382,1,148,0,0,0,82,60,0,3,0,1,0,0,0,0,2,1,298
E00074383,0,129,0,0,0,40,75,0,2,0,0,0,25,0,0,3,2,276
E00074384,0,193,0,0,0,51,45,0,5,0,0,6,5,0,0,0,1,306
E00074385,0,222,0,0,0,29,61,1,0,0,0,4,24,0,0,0,0,341
E00074386,0,158,0,0,0,69,86,0,0,1,0,2,7,0,1,0,1,325
E00074387,1,152,0,0,0,57,35,0,1,0,0,3,9,0,0,1,4,263
E00074388,0,117,0,0,0,41,91,0,1,0,1,0,2,1,0,0,1,255
E00074389,0,189,0,0,0,56,50,0,2,0,0,4,10,0,0,2,2,315
E00074390,0,147,0,0,0,45,23,0,0,0,1,6,18,0,0,0,2,242
E00074391,1,145,0,0,0,77,44,0,1,0,0,5,42,0,0,0,0,315
E00074392,0,201,0,0,0,45,46,0,1,1,0,3,21,0,1,2,2,323
E00074393,0,225,0,0,0,63,47,0,0,1,0,8,24,1,0,0,1,370
E00074394,0,117,0,0,0,27,51,0,1,0,1,0,27,0,1,0,1,226
E00074395,0,214,0,0,0,49,53,0,0,0,0,6,31,1,0,0,0,354
E00074396,1,188,0,0,0,60,60,0,0,0,1,0,17,0,0,0,0,327
E00074397,0,203,0,0,0,70,49,0,1,0,1,3,18,1,0,0,1,347
E00074398,0,156,0,0,0,64,84,0,2,0,0,1,33,0,1,1,0,342
E00074399,5,215,0,1,0,58,30,1,3,0,0,9,32,3,1,2,7,367
E00074400,2,325,0,0,0,49,64,0,6,1,0,6,60,1,0,1,2,517
E00074401,0,242,0,0,0,57,39,2,6,3,1,29,46,3,1,4,4,437
E00074402,3,216,0,0,0,55,47,3,4,3,0,14,27,1,0,3,4,380
E00074403,4,254,0,1,0,43,24,0,3,1,0,6,52,1,4,3,13,409
E00074404,4,204,0,0,0,48,45,0,0,0,0,16,39,0,3,1,10,370
E00074405,1,211,0,0,0,38,44,0,1,0,0,21,57,2,4,3,7,389
E00074406,0,261,1,0,0,43,62,1,1,0,1,6,57,0,0,3,4,440
E00074407,0,275,0,6,0,61,63,0,4,0,0,13,55,0,3,3,6,489
E00074408,2,235,0,1,0,79,55,0,4,1,0,10,64,0,1,0,3,455
E00074411,1,297,0,0,0,83,58,3,1,0,5,21,74,1,3,1,7,555
E00074412,0,169,0,0,0,55,37,0,0,0,0,11,54,0,3,0,0,329
E00074413,4,188,0,3,0,40,26,1,4,0,0,6,55,0,3,3,8,341
E00074414,0,153,0,0,0,32,24,1,3,0,1,6,32,1,1,7,8,269
